SMILES
*CC(*)(C)C
*CC(*)(C)C(=O)OCCCC
*CC(*)(C)C(=O)OCCCCCCCC
*CC(*)(C)C(=O)OCCCCCCCCC
*CC(*)(C)C(=O)OCCCCCCCCCC
*CCCC(C)CCCC(C)CCCC(*)C
*CCCC(C)CCCC(C)CC*
*CC*
*CC(*)C
*CC(*)CCCCC
*CCCCCCCCCC(CC(*)CC)c1ccccc1
*CCCCCC(CC(*)CC)c1ccccc1
*CCCCCC(CC(CC(*)CC)c1ccccc1)c1ccccc1
*CCCCCC(CC(CC)C(*)CCC)c1ccccc1
*CC(c1ccccc1)C1C(=O)OC(=O)C1*
*CC(c1ccccc1)C1C(=O)OC(=O)C1C1C(=O)OC(=O)C1*
*CC(CC(c1ccccc1)C1C(=O)OC(=O)C1*)c1ccccc1
*CC(*)c1ccccc1
*C1C(=O)OC(=O)C1*
*C(=O)c1ccc(Oc2ccc(Oc3ccc(*)cc3)cc2)cc1
*/C=C/*
*CC(C)C(C)C*
*C/C=C(/C)C*
*C/C=C\C*
*OCC(*)C
*Oc1ccc(*)cc1
*CCO*
*CC(*)Cl
*CC(*)F
*C(F)(F)C(*)(F)F
*CC(*)(F)F
*CC(*)(Cl)Cl
*NCCCCCCCCCCCC(*)=O
*CCCCCC(=O)N*
*NCCCCCCNC(=O)CCCCC(*)=O
*Nc1ccc(C(*)=O)cc1
*c1ccc(Oc2ccc(S(*)(=O)=O)cc2)cc1
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1
*CC(*)CCCCCCCCCCCCCCCC
*c1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(*)cc2)cc1
*c1ccc(*)cc1
*c1nc2cc3nc(*)sc3cc2s1
*Oc1ccc(C(*)=O)cc1
*OC(=O)Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1
*c1ccc2c(c1)C(=O)N(*)C2=O
*c1ccc(*)[nH]1
*c1ccc(S(=O)(=O)c2ccc(*)cc2)cc1
*c1csc(*)n1
*c1ccc(C(C)(C)c2ccc(*)cc2)cc1
*c1ccc(OCC(O)COc2ccc(*)cc2)cc1
*C1CCC(*)C1
*CCOC(=O)c1ccc(C(=O)O*)cc1
*c1ccc2nc(*)[nH]c2c1
*CC(*)(C)c1ccccc1
*CC(*)CCCN(CC(C)C)CC(C)C
*CC(*)C(N)=O
*CC(*)OC(C)=O
*CC(*)OC
*CC(*)O
*CC(*)C#N
*CCCCOC(=O)c1cccc(C(=O)O*)c1
*CCCCOC(=O)c1ccc(C(=O)O*)cc1
*c1cc(CCCC)c(*)s1
*CC(*)C(=O)OCCC
*CC(*)C(=O)O
*OC(=O)Oc1c(C)cc(C(C)(C)c2cc(C)c(*)c(C)c2)cc1C
*CCOC(=O)N*
*CCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1
*CCCSS*
*CC(*)c1ccccc1C(=O)OCC(C)C
*CC(*)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
*CC(*)c1cc(Br)ccc1OCCC(C)C
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1
*CC(*)C(=O)N1CCOCC1
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl
*CC(=C)COCC(=C)COC(=O)O*
*CCC(C)C(*)C
*CC(*)c1ccccc1C(=O)OC(C)C
*CC(*)c1ccc(COCCCCO)cc1
*CC(*)c1cc(Br)ccc1OCCC
*CC(*)OC
*C(OC(F)(F)F)C(*)(F)F
*CC(*)OC(=O)c1ccc(C)cc1
*CC(*)C(=O)OCCC
*CC(*)C(=O)Oc1ccc(OC)cc1
*CCC=C(*)Cl
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1
*NC(=O)c1cccc(C(=O)Nc2ccc(-c3ccc(*)cc3)cc2)c1
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1
*c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cccc23)cc1
*OS(=O)(=O)c1ccc(*)cc1
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)n3c-4nc4ccc(Oc5ccc6c(c5)nc5n6C(=O)c6ccc(*)cc6-5)cc43)cc2)cc1
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1
*c1cccc(S(=O)(=O)NCCCCCCNS(*)(=O)=O)c1
*C=CCC(C)(CC*)C(=O)OC
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1
*CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1
*NC(C)C(*)=O
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)c(C(OC)(C(F)(F)F)C(F)(F)F)c4)cc3C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1
*c1cccc(Oc2cccc(Oc3cccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)c3)c2)c1
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O
*c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc(*)[nH]c6c5)cc4[nH]3)cc2)(C(F)(F)F)C(F)(F)F)cc1
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1
*CCOCCOCCOC(=O)c1ccc(C(=O)O*)cc1
*c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N(*)C8=O)cccc56)cc4C3=O)c(C)c2)cc1C
*CC(=O)OC(=O)c1ccc(O*)cc1Br
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)nc2c1
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
*CNCNC(=O)NC(=O)N*
*CCCCCCCNC(=O)C=CCCC=CC(=O)N*
*CC(OC)C(C(=O)OC)C(*)C(=O)OC
*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O
*CC#CC#CCOC(=O)CCC(=O)O*
*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1
*CC(=C)COCC(=C)COC(=O)O*
*CCOC(=O)NCCSCCCCSCCNC(=O)O*
*CC1CCC(COC(=O)CCCC(=O)O*)CC1
*CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1
*CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*
*CCCCCCNC(=O)C(CCCCCCC)C(=O)N*
*CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*
*CCCCCNC(=O)CCC=CCCC(=O)N*
*C(=O)C=C(C)C(=O)N1CCN(*)CC1
*CC=C(C)C(C)S(*)(=O)=O
*OC(=O)OCCCCCCCCCCOC(=O)OC1COC2C(*)COC12
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1
*OC(=O)CCCCCCCCC(=O)OC1COC2C(*)COC12
*CC1CCC(CNC(=O)CCCCCCCCC(=O)N*)CC1
*CCOCCOCCOC(=O)C1CCC(C(=O)O*)CC1
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1
*CCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*
*Cc1cc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)cc(C(C)(C)C)c1
*OC(=O)NS(=O)(=O)c1cc(*)cc(Br)c1
*CCC(=O)NNC(=O)CCOC(=O)OCC(=O)COC(=O)CCCCCO*
*Oc1ccc(OC=C(C)CCSCC)cc1*
*c1ccc(OCCCCC(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C
*CCCCOCCCCOCCSCCO*
*Nc1cccc(NC(=O)c2ccc(C(*)=O)cc2-c2ccccc2)c1
*Oc1ccc(NC(=O)Cc2cc(OCCCCCCCCCCCC)c(OC(=O)CCCCCCCCCCCC(*)=O)c(OC)c2Cl)c(Cl)c1
*CC1CC(Cl)C(*)C1=O
*Oc1ccc(C(C)(C)c2ccc(OC(*)=C(CC)COCC(=O)Oc3ccc(C(C)(C)C)cc3)cc2)cc1
*C(=O)CCCCCCCCC(=O)N(C)C(=O)C1CC(*)C1
*CCCCCCC(=O)NCCCCOCCNC(=O)CCCCCCS*
*C#CCOC(=O)OCCCCCCOC(=O)OCCCCCCOC(=O)OC1CCC(OC(=O)OC)C1*
*CCCCCCCNC(=O)c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(C(=O)NCCCCCCCCCCNC(=O)c3ccc(C(=O)N*)cc3)cc2)cc1
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccccc4)cc3)cc2)cc1
*CCCCCCSNC(=O)c1cc(C(C)(C)C)ccc1C(=O)O*
*CC(COC)OCCCCOC(=O)c1ccc(OCCCNC(*)=O)cc1
*C(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(N(C)C(=O)c4ccc(*)cc4)cc3)cc2)cc1
*CCCCCCCCCCCCCCCCCCCCNC(=O)CCNC(=O)CCCCCCCCCCC(=O)NCCCCCCCCC(=O)N*
